experiment_id,agent_type,outcome,duration_ms,steps_completed,failed_at,inconsistencies_count,retries,seed,failure_rate
BASE-0.0-42,baseline,success,0.0,4,,0,0,84,0.0
BASE-0.0-43,baseline,success,0.0,4,,0,0,85,0.0
BASE-0.0-44,baseline,success,0.0,4,,0,0,86,0.0
BASE-0.0-45,baseline,success,0.0,4,,0,0,87,0.0
BASE-0.0-46,baseline,success,0.99945068359375,4,,0,0,88,0.0
BASE-0.0-47,baseline,success,0.0,4,,0,0,89,0.0
BASE-0.0-48,baseline,success,0.0,4,,0,0,90,0.0
BASE-0.0-49,baseline,success,0.0,4,,0,0,91,0.0
PLAY-0.0-0,playbook,success,0.0,4,,0,0,42,0.0
PLAY-0.0-1,playbook,success,0.0,4,,0,0,43,0.0
PLAY-0.0-2,playbook,success,0.0,4,,0,0,44,0.0
PLAY-0.0-3,playbook,success,0.0,4,,0,0,45,0.0
PLAY-0.0-4,playbook,success,0.0,4,,0,0,46,0.0
PLAY-0.0-5,playbook,success,0.0,4,,0,0,47,0.0
PLAY-0.0-6,playbook,success,0.0,4,,0,0,48,0.0
PLAY-0.0-7,playbook,success,0.0,4,,0,0,49,0.0
PLAY-0.0-8,playbook,success,0.0,4,,0,0,50,0.0
PLAY-0.0-9,playbook,success,0.5044937133789062,4,,0,0,51,0.0
PLAY-0.0-10,playbook,success,0.0,4,,0,0,52,0.0
PLAY-0.0-11,playbook,success,0.5037784576416016,4,,0,0,53,0.0
PLAY-0.0-12,playbook,success,0.0,4,,0,0,54,0.0
PLAY-0.0-13,playbook,success,0.0,4,,0,0,55,0.0
PLAY-0.0-14,playbook,success,0.0,4,,0,0,56,0.0
PLAY-0.0-15,playbook,success,0.0,4,,0,0,57,0.0
PLAY-0.0-16,playbook,success,1.0008811950683594,4,,0,0,58,0.0
PLAY-0.0-17,playbook,success,0.0,4,,0,0,59,0.0
PLAY-0.0-18,playbook,success,0.0,4,,0,0,60,0.0
PLAY-0.0-19,playbook,success,0.0,4,,0,0,61,0.0
PLAY-0.0-20,playbook,success,0.0,4,,0,0,62,0.0
PLAY-0.0-21,playbook,success,1.0037422180175781,4,,0,0,63,0.0
PLAY-0.0-22,playbook,success,0.0,4,,0,0,64,0.0
PLAY-0.0-23,playbook,success,0.0,4,,0,0,65,0.0
PLAY-0.0-24,playbook,success,0.0,4,,0,0,66,0.0
PLAY-0.0-25,playbook,success,0.5245208740234375,4,,0,0,67,0.0
PLAY-0.0-26,playbook,success,0.0,4,,0,0,68,0.0
PLAY-0.0-27,playbook,success,0.0,4,,0,0,69,0.0
PLAY-0.0-28,playbook,success,0.0,4,,0,0,70,0.0
PLAY-0.0-29,playbook,success,0.0,4,,0,0,71,0.0
PLAY-0.0-30,playbook,success,0.0,4,,0,0,72,0.0
PLAY-0.0-31,playbook,success,0.0,4,,0,0,73,0.0
PLAY-0.0-32,playbook,success,0.0,4,,0,0,74,0.0
PLAY-0.0-33,playbook,success,0.5931854248046875,4,,0,0,75,0.0
PLAY-0.0-34,playbook,success,0.0,4,,0,0,76,0.0
PLAY-0.0-35,playbook,success,0.0,4,,0,0,77,0.0
PLAY-0.0-36,playbook,success,0.0,4,,0,0,78,0.0
PLAY-0.0-37,playbook,success,0.0,4,,0,0,79,0.0
PLAY-0.0-38,playbook,success,0.0,4,,0,0,80,0.0
PLAY-0.0-39,playbook,success,0.0,4,,0,0,81,0.0
PLAY-0.0-40,playbook,success,0.0,4,,0,0,82,0.0
PLAY-0.0-41,playbook,success,0.0,4,,0,0,83,0.0
PLAY-0.0-42,playbook,success,0.0,4,,0,0,84,0.0
PLAY-0.0-43,playbook,success,0.0,4,,0,0,85,0.0
PLAY-0.0-44,playbook,success,0.0,4,,0,0,86,0.0
PLAY-0.0-45,playbook,success,0.0,4,,0,0,87,0.0
PLAY-0.0-46,playbook,success,0.0,4,,0,0,88,0.0
PLAY-0.0-47,playbook,success,0.0,4,,0,0,89,0.0
PLAY-0.0-48,playbook,success,1.0068416595458984,4,,0,0,90,0.0
PLAY-0.0-49,playbook,success,0.0,4,,0,0,91,0.0
BASE-0.05-0,baseline,success,0.0,4,,0,0,1042,0.05
BASE-0.05-1,baseline,success,0.0,4,,0,0,1043,0.05
BASE-0.05-2,baseline,success,0.0,4,,0,0,1044,0.05
BASE-0.05-3,baseline,success,0.0,4,,0,0,1045,0.05
BASE-0.05-4,baseline,success,0.0,4,,0,0,1046,0.05
BASE-0.05-5,baseline,success,0.0,4,,0,0,1047,0.05
BASE-0.05-6,baseline,success,0.0,4,,0,0,1048,0.05
BASE-0.05-7,baseline,success,0.0,4,,0,0,1049,0.05
BASE-0.05-8,baseline,success,0.0,4,,0,0,1050,0.05
BASE-0.05-9,baseline,failure,0.0,0,get_inventory,0,0,1051,0.05
BASE-0.05-10,baseline,success,0.0,4,,0,0,1052,0.05
BASE-0.05-11,baseline,success,0.9996891021728516,4,,0,0,1053,0.05
BASE-0.05-12,baseline,failure,0.0,2,place_order,1,0,1054,0.05
BASE-0.05-13,baseline,success,0.99945068359375,4,,0,0,1055,0.05
BASE-0.05-14,baseline,success,0.0,4,,0,0,1056,0.05
BASE-0.05-15,baseline,success,0.0,4,,0,0,1057,0.05
BASE-0.05-16,baseline,success,0.0,4,,0,0,1058,0.05
BASE-0.05-17,baseline,failure,0.0,0,get_inventory,0,0,1059,0.05
BASE-0.05-18,baseline,failure,0.0,1,find_pets_by_status,0,0,1060,0.05
BASE-0.05-19,baseline,success,0.5192756652832031,4,,0,0,1061,0.05
BASE-0.05-20,baseline,success,0.0,4,,0,0,1062,0.05
BASE-0.05-21,baseline,success,0.0,4,,0,0,1063,0.05
BASE-0.05-22,baseline,success,0.0,4,,0,0,1064,0.05
BASE-0.05-23,baseline,success,0.0,4,,0,0,1065,0.05
BASE-0.05-24,baseline,success,0.0,4,,0,0,1066,0.05
BASE-0.05-25,baseline,failure,0.0,0,get_inventory,0,0,1067,0.05
BASE-0.05-26,baseline,success,0.0,4,,0,0,1068,0.05
BASE-0.05-27,baseline,success,0.0,4,,0,0,1069,0.05
BASE-0.05-28,baseline,failure,0.0,2,place_order,1,0,1070,0.05
BASE-0.05-29,baseline,failure,0.0,3,update_pet_status,1,0,1071,0.05
BASE-0.05-30,baseline,success,0.0,4,,0,0,1072,0.05
BASE-0.05-31,baseline,failure,0.0,1,find_pets_by_status,0,0,1073,0.05
BASE-0.05-32,baseline,failure,0.0,3,update_pet_status,1,0,1074,0.05
BASE-0.05-33,baseline,failure,0.0,2,place_order,1,0,1075,0.05
BASE-0.05-34,baseline,failure,0.0,1,find_pets_by_status,0,0,1076,0.05
BASE-0.05-35,baseline,success,0.0,4,,0,0,1077,0.05
BASE-0.05-36,baseline,success,0.0,4,,0,0,1078,0.05
BASE-0.05-37,baseline,success,0.0,4,,0,0,1079,0.05
BASE-0.05-38,baseline,success,0.9908676147460938,4,,0,0,1080,0.05
BASE-0.05-39,baseline,success,0.0,4,,0,0,1081,0.05
BASE-0.05-40,baseline,success,0.0,4,,0,0,1082,0.05
BASE-0.05-41,baseline,success,0.6399154663085938,4,,0,0,1083,0.05
BASE-0.05-42,baseline,success,0.0,4,,0,0,1084,0.05
BASE-0.05-43,baseline,success,0.0,4,,0,0,1085,0.05
BASE-0.05-44,baseline,success,0.0,4,,0,0,1086,0.05
BASE-0.05-45,baseline,success,0.0,4,,0,0,1087,0.05
BASE-0.05-46,baseline,success,0.0,4,,0,0,1088,0.05
BASE-0.05-47,baseline,success,0.0,4,,0,0,1089,0.05
BASE-0.05-48,baseline,success,0.0,4,,0,0,1090,0.05
BASE-0.05-49,baseline,failure,0.0,2,place_order,1,0,1091,0.05
PLAY-0.05-0,playbook,success,0.0,4,,0,0,1042,0.05
PLAY-0.05-1,playbook,success,0.0,4,,0,0,1043,0.05
PLAY-0.05-2,playbook,success,0.9901523590087891,4,,0,0,1044,0.05
PLAY-0.05-3,playbook,success,0.0,4,,0,0,1045,0.05
PLAY-0.05-4,playbook,success,0.9996891021728516,4,,0,0,1046,0.05
PLAY-0.05-5,playbook,success,0.0,4,,0,0,1047,0.05
PLAY-0.05-6,playbook,success,0.0,4,,0,0,1048,0.05
PLAY-0.05-7,playbook,success,0.0,4,,0,0,1049,0.05
PLAY-0.05-8,playbook,success,0.9989738464355469,4,,0,0,1050,0.05
PLAY-0.05-9,playbook,success,0.0,4,,0,2,1051,0.05
PLAY-0.05-10,playbook,success,0.0,4,,0,0,1052,0.05
PLAY-0.05-11,playbook,success,0.5898475646972656,4,,0,0,1053,0.05
PLAY-0.05-12,playbook,success,0.0,4,,0,1,1054,0.05
PLAY-0.05-13,playbook,success,1.0023117065429688,4,,0,0,1055,0.05
PLAY-0.05-14,playbook,success,0.0,4,,0,0,1056,0.05
PLAY-0.05-15,playbook,success,0.0,4,,0,0,1057,0.05
PLAY-0.05-16,playbook,success,0.0,4,,0,0,1058,0.05
PLAY-0.05-17,playbook,success,0.0,4,,0,2,1059,0.05
PLAY-0.05-18,playbook,success,1.0678768157958984,4,,0,1,1060,0.05
PLAY-0.05-19,playbook,success,0.9336471557617188,4,,0,0,1061,0.05
PLAY-0.05-20,playbook,success,0.0,4,,0,0,1062,0.05
PLAY-0.05-21,playbook,success,0.0,4,,0,0,1063,0.05
PLAY-0.05-22,playbook,success,0.0,4,,0,0,1064,0.05
PLAY-0.05-23,playbook,success,0.0,4,,0,0,1065,0.05
PLAY-0.05-24,playbook,success,0.0,4,,0,0,1066,0.05
PLAY-0.05-25,playbook,success,0.3426074981689453,4,,0,1,1067,0.05
PLAY-0.05-26,playbook,success,0.52642822265625,4,,0,0,1068,0.05
PLAY-0.05-27,playbook,success,0.0,4,,0,0,1069,0.05
PLAY-0.05-28,playbook,success,0.514984130859375,4,,0,1,1070,0.05
PLAY-0.05-29,playbook,success,0.0,4,,0,1,1071,0.05
PLAY-0.05-30,playbook,success,1.0044574737548828,4,,0,0,1072,0.05
PLAY-0.05-31,playbook,success,0.0,4,,0,1,1073,0.05
PLAY-0.05-32,playbook,success,0.0,4,,0,1,1074,0.05
PLAY-0.05-33,playbook,success,0.0,4,,0,1,1075,0.05
PLAY-0.05-34,playbook,success,0.0,4,,0,2,1076,0.05
PLAY-0.05-35,playbook,success,0.0,4,,0,0,1077,0.05
PLAY-0.05-36,playbook,success,0.0,4,,0,0,1078,0.05
PLAY-0.05-37,playbook,success,0.0,4,,0,0,1079,0.05
PLAY-0.05-38,playbook,success,0.0,4,,0,0,1080,0.05
PLAY-0.05-39,playbook,success,0.0,4,,0,0,1081,0.05
PLAY-0.05-40,playbook,success,0.0,4,,0,0,1082,0.05
PLAY-0.05-41,playbook,success,0.0,4,,0,0,1083,0.05
PLAY-0.05-42,playbook,success,0.0,4,,0,0,1084,0.05
PLAY-0.05-43,playbook,success,0.0,4,,0,0,1085,0.05
PLAY-0.05-44,playbook,success,0.0,4,,0,0,1086,0.05
PLAY-0.05-45,playbook,success,0.0,4,,0,0,1087,0.05
PLAY-0.05-46,playbook,success,0.0,4,,0,0,1088,0.05
PLAY-0.05-47,playbook,success,0.0,4,,0,0,1089,0.05
PLAY-0.05-48,playbook,success,0.6043910980224609,4,,0,0,1090,0.05
PLAY-0.05-49,playbook,success,0.0,4,,0,2,1091,0.05
BASE-0.1-0,baseline,success,0.518798828125,4,,0,0,2042,0.1
BASE-0.1-1,baseline,success,0.0,4,,0,0,2043,0.1
BASE-0.1-2,baseline,success,1.0039806365966797,4,,0,0,2044,0.1
BASE-0.1-3,baseline,success,0.0,4,,0,0,2045,0.1
BASE-0.1-4,baseline,success,0.0,4,,0,0,2046,0.1
BASE-0.1-5,baseline,success,0.0,4,,0,0,2047,0.1
BASE-0.1-6,baseline,success,1.0027885437011719,4,,0,0,2048,0.1
BASE-0.1-7,baseline,success,0.0,4,,0,0,2049,0.1
BASE-0.1-8,baseline,success,0.0,4,,0,0,2050,0.1
BASE-0.1-9,baseline,success,0.0,4,,0,0,2051,0.1
BASE-0.1-10,baseline,success,0.0,4,,0,0,2052,0.1
BASE-0.1-11,baseline,success,0.0,4,,0,0,2053,0.1
BASE-0.1-12,baseline,success,0.0,4,,0,0,2054,0.1
BASE-0.1-13,baseline,success,0.0,4,,0,0,2055,0.1
BASE-0.1-14,baseline,success,0.0,4,,0,0,2056,0.1
BASE-0.1-15,baseline,success,0.0,4,,0,0,2057,0.1
BASE-0.1-16,baseline,success,0.0,4,,0,0,2058,0.1
BASE-0.1-17,baseline,success,0.0,4,,0,0,2059,0.1
BASE-0.1-18,baseline,success,0.0,4,,0,0,2060,0.1
BASE-0.1-19,baseline,failure,0.9849071502685547,3,update_pet_status,1,0,2061,0.1
BASE-0.1-20,baseline,success,0.0,4,,0,0,2062,0.1
BASE-0.1-21,baseline,success,0.0,4,,0,0,2063,0.1
BASE-0.1-22,baseline,failure,0.0,2,place_order,1,0,2064,0.1
BASE-0.1-23,baseline,success,0.0,4,,0,0,2065,0.1
BASE-0.1-24,baseline,success,0.0,4,,0,0,2066,0.1
BASE-0.1-25,baseline,failure,1.0085105895996094,0,get_inventory,0,0,2067,0.1
BASE-0.1-26,baseline,success,0.0,4,,0,0,2068,0.1
BASE-0.1-27,baseline,success,0.0,4,,0,0,2069,0.1
BASE-0.1-28,baseline,failure,0.0,2,place_order,1,0,2070,0.1
BASE-0.1-29,baseline,failure,0.0,0,get_inventory,0,0,2071,0.1
BASE-0.1-30,baseline,success,1.2001991271972656,4,,0,0,2072,0.1
BASE-0.1-31,baseline,success,0.0,4,,0,0,2073,0.1
BASE-0.1-32,baseline,success,0.743865966796875,4,,0,0,2074,0.1
BASE-0.1-33,baseline,success,0.0,4,,0,0,2075,0.1
BASE-0.1-34,baseline,failure,0.0,1,find_pets_by_status,0,0,2076,0.1
BASE-0.1-35,baseline,success,1.0733604431152344,4,,0,0,2077,0.1
BASE-0.1-36,baseline,success,0.9257793426513672,4,,0,0,2078,0.1
BASE-0.1-37,baseline,success,0.0,4,,0,0,2079,0.1
BASE-0.1-38,baseline,failure,0.0,0,get_inventory,0,0,2080,0.1
BASE-0.1-39,baseline,failure,0.5068778991699219,2,place_order,1,0,2081,0.1
BASE-0.1-40,baseline,failure,0.0,1,find_pets_by_status,0,0,2082,0.1
BASE-0.1-41,baseline,success,0.0,4,,0,0,2083,0.1
BASE-0.1-42,baseline,success,0.0,4,,0,0,2084,0.1
BASE-0.1-43,baseline,failure,0.0,0,get_inventory,0,0,2085,0.1
BASE-0.1-44,baseline,success,0.5304813385009766,4,,0,0,2086,0.1
BASE-0.1-45,baseline,success,0.0,4,,0,0,2087,0.1
BASE-0.1-46,baseline,success,0.0,4,,0,0,2088,0.1
BASE-0.1-47,baseline,success,0.0,4,,0,0,2089,0.1
BASE-0.1-48,baseline,failure,0.9636878967285156,3,update_pet_status,1,0,2090,0.1
BASE-0.1-49,baseline,failure,0.0,1,find_pets_by_status,0,0,2091,0.1
PLAY-0.1-0,playbook,success,0.0,4,,0,0,2042,0.1
PLAY-0.1-1,playbook,success,0.0,4,,0,0,2043,0.1
PLAY-0.1-2,playbook,success,0.0,4,,0,0,2044,0.1
PLAY-0.1-3,playbook,success,0.0,4,,0,0,2045,0.1
PLAY-0.1-4,playbook,success,0.0,4,,0,0,2046,0.1
PLAY-0.1-5,playbook,success,1.001119613647461,4,,0,0,2047,0.1
PLAY-0.1-6,playbook,success,0.0,4,,0,0,2048,0.1
PLAY-0.1-7,playbook,success,0.0,4,,0,0,2049,0.1
PLAY-0.1-8,playbook,success,0.0,4,,0,0,2050,0.1
PLAY-0.1-9,playbook,success,0.0,4,,0,0,2051,0.1
PLAY-0.1-10,playbook,success,0.0,4,,0,0,2052,0.1
PLAY-0.1-11,playbook,success,0.0,4,,0,0,2053,0.1
PLAY-0.1-12,playbook,success,0.0,4,,0,0,2054,0.1
PLAY-0.1-13,playbook,success,0.0,4,,0,0,2055,0.1
PLAY-0.1-14,playbook,success,0.0,4,,0,0,2056,0.1
PLAY-0.1-15,playbook,success,0.8111000061035156,4,,0,0,2057,0.1
PLAY-0.1-16,playbook,success,0.0,4,,0,0,2058,0.1
PLAY-0.1-17,playbook,success,0.0,4,,0,0,2059,0.1
PLAY-0.1-18,playbook,success,0.5183219909667969,4,,0,0,2060,0.1
PLAY-0.1-19,playbook,success,0.0,4,,0,1,2061,0.1
PLAY-0.1-20,playbook,success,1.0025501251220703,4,,0,0,2062,0.1
PLAY-0.1-21,playbook,success,0.0,4,,0,0,2063,0.1
PLAY-0.1-22,playbook,success,1.0001659393310547,4,,0,1,2064,0.1
PLAY-0.1-23,playbook,success,0.0,4,,0,0,2065,0.1
PLAY-0.1-24,playbook,success,0.0,4,,0,0,2066,0.1
PLAY-0.1-25,playbook,success,0.0,4,,0,2,2067,0.1
PLAY-0.1-26,playbook,success,1.0001659393310547,4,,0,0,2068,0.1
PLAY-0.1-27,playbook,success,0.0,4,,0,0,2069,0.1
PLAY-0.1-28,playbook,failure,0.9996891021728516,2,place_order,1,2,2070,0.1
PLAY-0.1-29,playbook,success,0.0,4,,0,2,2071,0.1
PLAY-0.1-30,playbook,success,1.0302066802978516,4,,0,0,2072,0.1
PLAY-0.1-31,playbook,success,0.0,4,,0,0,2073,0.1
PLAY-0.1-32,playbook,success,0.9999275207519531,4,,0,0,2074,0.1
PLAY-0.1-33,playbook,success,0.6635189056396484,4,,0,0,2075,0.1
PLAY-0.1-34,playbook,success,0.0,4,,0,1,2076,0.1
PLAY-0.1-35,playbook,success,0.0,4,,0,0,2077,0.1
PLAY-0.1-36,playbook,success,0.0,4,,0,0,2078,0.1
PLAY-0.1-37,playbook,success,0.0,4,,0,0,2079,0.1
PLAY-0.1-38,playbook,success,0.0,4,,0,1,2080,0.1
PLAY-0.1-39,playbook,success,0.0,4,,0,1,2081,0.1
PLAY-0.1-40,playbook,success,0.0,4,,0,1,2082,0.1
PLAY-0.1-41,playbook,success,0.0,4,,0,0,2083,0.1
PLAY-0.1-42,playbook,success,0.0,4,,0,0,2084,0.1
PLAY-0.1-43,playbook,success,0.9987354278564453,4,,0,2,2085,0.1
PLAY-0.1-44,playbook,success,0.0,4,,0,0,2086,0.1
PLAY-0.1-45,playbook,success,0.9999275207519531,4,,0,0,2087,0.1
PLAY-0.1-46,playbook,success,0.5033016204833984,4,,0,0,2088,0.1
PLAY-0.1-47,playbook,success,0.0,4,,0,0,2089,0.1
PLAY-0.1-48,playbook,success,1.0035037994384766,4,,0,1,2090,0.1
PLAY-0.1-49,playbook,success,0.0,4,,0,1,2091,0.1
BASE-0.2-0,baseline,success,0.0,4,,0,0,3042,0.2
BASE-0.2-1,baseline,success,0.0,4,,0,0,3043,0.2
BASE-0.2-2,baseline,success,0.0,4,,0,0,3044,0.2
BASE-0.2-3,baseline,failure,0.0,1,find_pets_by_status,0,0,3045,0.2
BASE-0.2-4,baseline,failure,0.0,0,get_inventory,0,0,3046,0.2
BASE-0.2-5,baseline,success,0.0,4,,0,0,3047,0.2
BASE-0.2-6,baseline,failure,0.0,0,get_inventory,0,0,3048,0.2
BASE-0.2-7,baseline,success,0.0,4,,0,0,3049,0.2
BASE-0.2-8,baseline,success,0.0,4,,0,0,3050,0.2
BASE-0.2-9,baseline,failure,0.0,2,place_order,1,0,3051,0.2
BASE-0.2-10,baseline,failure,0.0,0,get_inventory,0,0,3052,0.2
BASE-0.2-11,baseline,failure,0.0,3,update_pet_status,1,0,3053,0.2
BASE-0.2-12,baseline,failure,0.0,0,get_inventory,0,0,3054,0.2
BASE-0.2-13,baseline,failure,0.0,3,update_pet_status,1,0,3055,0.2
BASE-0.2-14,baseline,failure,0.0,1,find_pets_by_status,0,0,3056,0.2
BASE-0.2-15,baseline,success,0.0,4,,0,0,3057,0.2
BASE-0.2-16,baseline,failure,0.0,3,update_pet_status,1,0,3058,0.2
BASE-0.2-17,baseline,failure,0.0,0,get_inventory,0,0,3059,0.2
BASE-0.2-18,baseline,failure,0.652313232421875,0,get_inventory,0,0,3060,0.2
BASE-0.2-19,baseline,success,0.0,4,,0,0,3061,0.2
BASE-0.2-20,baseline,success,1.3391971588134766,4,,0,0,3062,0.2
BASE-0.2-21,baseline,success,0.0,4,,0,0,3063,0.2
BASE-0.2-22,baseline,failure,0.0,2,place_order,1,0,3064,0.2
BASE-0.2-23,baseline,failure,0.0,2,place_order,1,0,3065,0.2
BASE-0.2-24,baseline,failure,0.0,1,find_pets_by_status,0,0,3066,0.2
BASE-0.2-25,baseline,failure,0.0,0,get_inventory,0,0,3067,0.2
BASE-0.2-26,baseline,success,0.0,4,,0,0,3068,0.2
BASE-0.2-27,baseline,failure,0.0,0,get_inventory,0,0,3069,0.2
BASE-0.2-28,baseline,failure,0.0,3,update_pet_status,1,0,3070,0.2
BASE-0.2-29,baseline,failure,0.0,0,get_inventory,0,0,3071,0.2
BASE-0.2-30,baseline,failure,0.0,0,get_inventory,0,0,3072,0.2
BASE-0.2-31,baseline,failure,0.0,0,get_inventory,0,0,3073,0.2
BASE-0.2-32,baseline,failure,0.0,1,find_pets_by_status,0,0,3074,0.2
BASE-0.2-33,baseline,success,1.0364055633544922,4,,0,0,3075,0.2
BASE-0.2-34,baseline,success,0.0,4,,0,0,3076,0.2
BASE-0.2-35,baseline,failure,0.0,2,place_order,1,0,3077,0.2
BASE-0.2-36,baseline,failure,0.0,0,get_inventory,0,0,3078,0.2
BASE-0.2-37,baseline,failure,0.7216930389404297,2,place_order,1,0,3079,0.2
BASE-0.2-38,baseline,failure,0.0,1,find_pets_by_status,0,0,3080,0.2
BASE-0.2-39,baseline,failure,0.0,0,get_inventory,0,0,3081,0.2
BASE-0.2-40,baseline,failure,0.0,2,place_order,1,0,3082,0.2
BASE-0.2-41,baseline,success,0.0,4,,0,0,3083,0.2
BASE-0.2-42,baseline,failure,0.0,3,update_pet_status,1,0,3084,0.2
BASE-0.2-43,baseline,failure,0.5528926849365234,0,get_inventory,0,0,3085,0.2
BASE-0.2-44,baseline,failure,0.0,1,find_pets_by_status,0,0,3086,0.2
BASE-0.2-45,baseline,failure,0.0,1,find_pets_by_status,0,0,3087,0.2
BASE-0.2-46,baseline,success,0.0,4,,0,0,3088,0.2
BASE-0.2-47,baseline,failure,0.0,0,get_inventory,0,0,3089,0.2
BASE-0.2-48,baseline,success,0.0,4,,0,0,3090,0.2
BASE-0.2-49,baseline,failure,0.0,0,get_inventory,0,0,3091,0.2
PLAY-0.2-0,playbook,success,0.5216598510742188,4,,0,0,3042,0.2
PLAY-0.2-1,playbook,success,0.0,4,,0,0,3043,0.2
PLAY-0.2-2,playbook,success,0.0,4,,0,0,3044,0.2
PLAY-0.2-3,playbook,success,0.0,4,,0,1,3045,0.2
PLAY-0.2-4,playbook,success,0.0,4,,0,1,3046,0.2
PLAY-0.2-5,playbook,success,0.0,4,,0,0,3047,0.2
PLAY-0.2-6,playbook,success,0.0,4,,0,2,3048,0.2
PLAY-0.2-7,playbook,success,0.0,4,,0,0,3049,0.2
PLAY-0.2-8,playbook,success,0.0,4,,0,0,3050,0.2
PLAY-0.2-9,playbook,success,0.0,4,,0,2,3051,0.2
PLAY-0.2-10,playbook,success,0.0,4,,0,2,3052,0.2
PLAY-0.2-11,playbook,success,0.0,4,,0,1,3053,0.2
PLAY-0.2-12,playbook,success,0.5104541778564453,4,,0,3,3054,0.2
PLAY-0.2-13,playbook,success,0.0,4,,0,2,3055,0.2
PLAY-0.2-14,playbook,success,0.5271434783935547,4,,0,3,3056,0.2
PLAY-0.2-15,playbook,success,0.0,4,,0,0,3057,0.2
PLAY-0.2-16,playbook,success,0.5202293395996094,4,,0,1,3058,0.2
PLAY-0.2-17,playbook,success,0.5116462707519531,4,,0,2,3059,0.2
PLAY-0.2-18,playbook,success,0.5114078521728516,4,,0,2,3060,0.2
PLAY-0.2-19,playbook,success,0.0,4,,0,0,3061,0.2
PLAY-0.2-20,playbook,success,0.0,4,,0,0,3062,0.2
PLAY-0.2-21,playbook,success,0.0,4,,0,0,3063,0.2
PLAY-0.2-22,playbook,success,0.5514621734619141,4,,0,1,3064,0.2
PLAY-0.2-23,playbook,success,0.0,4,,0,1,3065,0.2
PLAY-0.2-24,playbook,success,0.518798828125,4,,0,1,3066,0.2
PLAY-0.2-25,playbook,success,0.5254745483398438,4,,0,3,3067,0.2
PLAY-0.2-26,playbook,success,0.0,4,,0,0,3068,0.2
PLAY-0.2-27,playbook,success,0.0,4,,0,2,3069,0.2
PLAY-0.2-28,playbook,success,0.5333423614501953,4,,0,1,3070,0.2
PLAY-0.2-29,playbook,success,0.5221366882324219,4,,0,2,3071,0.2
PLAY-0.2-30,playbook,success,0.5161762237548828,4,,0,2,3072,0.2
PLAY-0.2-31,playbook,success,0.0,4,,0,1,3073,0.2
PLAY-0.2-32,playbook,success,0.0,4,,0,2,3074,0.2
PLAY-0.2-33,playbook,success,0.0,4,,0,0,3075,0.2
